tahun,jumlah_kejadian,jenis_bencana,provinsi,rumah_rusak_berat,meninggal,mengungsi
2018,1,Longsor,Sulawesi Utara,0,0,8
2018,1,Banjir,Gorontalo,0,0,0
2018,1,Banjir,Kepulauan Bangka Belitung,0,0,0
2018,1,Banjir,DKI Jakarta,0,0,0
2018,1,Banjir,Jawa Tengah,0,0,5
2018,1,Longsor,Daerah Istimewa Yogyakarta,0,0,0
2018,1,Cuaca ekstrem,Jawa Timur,50,1,0
2018,1,Longsor,Bali,0,0,0
2018,1,Longsor,Bali,1,4,0
2018,1,Banjir,Maluku,0,0,0
2018,1,Banjir,Maluku Utara,2,0,15
2018,1,Banjir,Sumatera Barat,5,0,0
2018,1,Longsor,Jawa Barat,0,1,0
2018,1,Banjir,Jawa Timur,1,4,236
2018,1,Longsor,Kalimantan Barat,2,0,0
2018,1,Longsor,Aceh,0,0,100
2018,1,Banjir,Aceh,1,0,381
2018,1,Banjir,Sumatera Selatan,1,0,0
2018,1,Cuaca ekstrem,Jawa Barat,400,1,942
2018,1,Banjir,Jawa Tengah,1,0,0
2018,0,Gempabumi,Bali,0,0,0
2018,0,Gempabumi,Nusa Tenggara Barat,0,0,0
2018,1,Banjir,Nusa Tenggara Barat,1,0,0
2018,1,Banjir,Nusa Tenggara Barat,4,0,0
2018,1,Banjir,Nusa Tenggara Barat,0,0,0
2018,1,Banjir,Riau,0,0,0
2018,1,Longsor,Daerah Istimewa Yogyakarta,0,0,23
2018,1,Cuaca ekstrem,Jambi,0,0,0
2018,1,Banjir,Jambi,0,0,0
2018,1,Banjir,Jawa Tengah,0,0,67
2018,1,Longsor,Jawa Tengah,0,0,15
2018,1,Cuaca ekstrem,Jawa Tengah,13,0,0
2018,1,Longsor,Jawa Tengah,2,0,0
2018,1,Longsor,Daerah Istimewa Yogyakarta,0,0,1
2018,1,Banjir,Kalimantan Barat,0,0,25
2018,1,Banjir,DKI Jakarta,0,0,800
2018,1,Longsor,Daerah Istimewa Yogyakarta,1,0,0
2018,1,Banjir,Daerah Istimewa Yogyakarta,0,0,0
2018,1,Longsor,Sumatera Utara,0,7,0
2018,1,Banjir,Jawa Tengah,13,1,0
2018,1,Banjir,Aceh,1,0,0
2018,1,Banjir,Lampung,0,0,0
2018,1,Longsor,Sulawesi Utara,0,0,0
2018,1,Cuaca ekstrem,Jawa Barat,1,0,3
2018,1,Banjir,Kalimantan Timur,0,0,0
2018,1,Longsor,Maluku Utara,16,0,1924
2018,1,Longsor,Sumatera Utara,0,1,0
2018,1,Longsor,Kalimantan Timur,5,0,0
2018,1,Longsor,Jawa Barat,2,0,0
2018,1,Banjir,Aceh,6,0,0
2018,1,Cuaca ekstrem,Riau,8,0,0
2018,1,Longsor,Jawa Barat,3,4,0
2018,1,Cuaca ekstrem,Papua,0,0,0
2018,1,Longsor,DKI Jakarta,1,0,0
2018,1,Longsor,Riau,5,0,25
2018,1,Longsor,Lampung,0,0,0
2018,1,Longsor,Jawa Timur,1,0,3
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,4,0,0
2018,1,Banjir,Aceh,0,0,945
2018,1,Kebakaran hutan dan lahan,Jawa Tengah,0,0,0
2018,1,Kebakaran hutan dan lahan,Jawa Timur,0,0,0
2018,1,Banjir,Jawa Barat,0,0,45
2018,1,Kebakaran hutan dan lahan,Kepulauan Bangka Belitung,0,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,1,0,0
2018,1,Cuaca ekstrem,Jawa Timur,28,1,0
2018,1,Cuaca ekstrem,Jawa Timur,10,0,0
2018,1,Banjir,Kalimantan Barat,0,0,101
2018,1,Longsor,DKI Jakarta,3,0,32
2018,1,Cuaca ekstrem,Jawa Tengah,0,0,2
2018,1,Cuaca ekstrem,Jawa Timur,0,1,0
2018,1,Cuaca ekstrem,Jawa Timur,16,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,0,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,47,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,3,0,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,2,0,0
2018,1,Longsor,Aceh,0,0,0
2018,1,Banjir,Aceh,4,0,0
2018,1,Banjir,Aceh,3,0,43
2018,1,Banjir,Aceh,3,0,4278
2018,1,Cuaca ekstrem,Jawa Tengah,41,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,8,0,0
2018,1,Cuaca ekstrem,Jawa Timur,1,0,5
2018,1,Longsor,Jawa Tengah,0,0,5
2018,1,Gempabumi,Bali,0,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Barat,0,0,0
2018,1,Gempabumi,Sulawesi Barat,29,0,22375
2018,1,Cuaca ekstrem,Jawa Tengah,1,0,1
2018,1,Banjir,Sulawesi Tengah,0,0,701
2018,1,Banjir,Sulawesi Barat,0,0,0
2018,1,Longsor,Jawa Tengah,1,0,5
2018,1,Longsor,Banten,0,0,0
2018,1,Longsor,Nusa Tenggara Barat,3,0,0
2018,1,Banjir,DKI Jakarta,0,0,1499
2018,1,Longsor,Jawa Barat,3,0,12
2018,1,Banjir,Jawa Barat,0,0,5360
2018,1,Longsor,Nusa Tenggara Timur,5,3,0
2018,1,Banjir,Kalimantan Barat,0,0,112
2018,1,Banjir,DKI Jakarta,0,0,2098
2018,1,Cuaca ekstrem,Jawa Barat,0,0,16
2018,1,Longsor,Jawa Barat,0,0,9
2018,1,Cuaca ekstrem,Jawa Barat,5,0,0
2018,1,Longsor,Jawa Barat,2,0,8
2018,1,Longsor,Jawa Barat,1,0,3
2018,1,Cuaca ekstrem,Jawa Barat,1,0,0
2018,1,Longsor,Jawa Barat,3,0,0
2018,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,1,0,0
2018,1,Banjir,Sulawesi Barat,4,0,20
2018,1,Banjir,Jawa Barat,2,0,7
2018,1,Longsor,Kalimantan Tengah,1,0,0
2018,1,Banjir,Sumatera Barat,0,0,250
2018,1,Longsor,Sumatera Barat,1,1,0
2018,1,Longsor,Jawa Barat,2,0,7
2018,1,Longsor,Jawa Barat,1,0,4
2018,1,Banjir,Nusa Tenggara Barat,2,0,0
2018,1,Gempabumi,Sulawesi Barat,0,0,15416
2018,1,Banjir,Sumatera Utara,145,1,1263
2018,1,Banjir,Sumatera Utara,1,0,0
2018,1,Banjir,Sumatera Barat,0,0,0
2018,1,Banjir,Lampung,136,1,100
2018,1,Cuaca ekstrem,Sulawesi Tenggara,0,0,0
2018,1,Banjir,Jawa Barat,0,0,265
2018,1,Banjir,Jawa Barat,7,6,2045
2018,1,Banjir,Jawa Barat,0,1,132
2018,1,Cuaca ekstrem,Banten,19,0,0
2018,1,Longsor,Bali,1,0,0
2018,1,Banjir,Sumatera Barat,1,0,0
2018,1,Cuaca ekstrem,Kepulauan Riau,14,0,0
2018,1,Longsor,Jawa Barat,0,0,15
2018,1,Banjir,Jambi,1,0,0
2018,1,Longsor,Jambi,1,0,5
2018,1,Banjir,Sumatera Barat,2,1,0
2018,1,Longsor,Sumatera Barat,4,0,0
2018,1,Banjir,Sumatera Barat,0,0,10
2018,1,Banjir,Sumatera Barat,4,2,12
2018,1,Banjir,Kepulauan Riau,0,0,0
2018,1,Kebakaran hutan dan lahan,Kalimantan Barat,0,0,0
2018,1,Kebakaran hutan dan lahan,Kalimantan Selatan,0,0,0
2018,1,Cuaca ekstrem,Kalimantan Timur,1,0,0
2018,1,Longsor,Sumatera Barat,2,0,0
2018,1,Longsor,Sumatera Barat,4,0,22
2018,1,Banjir,Kepulauan Riau,0,1,0
2018,1,Cuaca ekstrem,Jawa Barat,3,0,7
2018,1,Banjir,DKI Jakarta,0,0,1100
2018,1,Longsor,Jawa Timur,0,0,18
2018,1,Cuaca ekstrem,Sulawesi Utara,12,0,0
2018,1,Cuaca ekstrem,Sumatera Utara,0,0,0
2018,1,Cuaca ekstrem,Sumatera Selatan,7,0,0
2018,1,Kebakaran hutan dan lahan,Aceh,0,0,0
2018,1,Banjir,Kalimantan Barat,0,0,84
2018,1,Banjir,Sumatera Utara,1,0,500
2018,1,Longsor,Jawa Barat,0,0,3
2018,1,Cuaca ekstrem,Jawa Barat,2,0,1
2018,1,Kebakaran hutan dan lahan,Kalimantan Timur,0,0,0
2018,1,Banjir,Riau,0,0,4052
2018,0,Cuaca ekstrem,Jawa Barat,0,0,0
2018,1,Cuaca ekstrem,Gorontalo,0,0,0
2018,1,Kekeringan,Jawa Barat,0,0,0
2018,1,Cuaca ekstrem,Kepulauan Bangka Belitung,0,0,0
2018,1,Longsor,DKI Jakarta,0,0,0
2018,1,Kebakaran hutan dan lahan,Jawa Barat,0,0,0
2018,1,Kekeringan,Jawa Tengah,0,0,0
2018,1,Banjir,Riau,0,0,207
2018,1,Banjir,Aceh,0,0,77
2018,1,Cuaca ekstrem,Sumatera Selatan,10,0,0
2018,1,Cuaca ekstrem,Jawa Barat,4,0,0
2018,1,Banjir,Sumatera Utara,41,22,543
2018,1,Banjir,Sumatera Utara,3,0,860
2018,1,Cuaca ekstrem,Sumatera Selatan,0,0,0
2018,1,Banjir,Sumatera Utara,25,4,0
2018,1,Banjir,Sumatera Barat,11,6,24
2018,1,Banjir,Sumatera Barat,2,1,500
2018,1,Banjir,Sumatera Barat,69,0,0
2018,1,Banjir,Sumatera Barat,2,1,800
2018,1,Kebakaran hutan dan lahan,Daerah Istimewa Yogyakarta,0,0,0
2018,0,Gempabumi,Jawa Timur,2,1,0
2018,0,Gempabumi,Jawa Timur,11,0,0
2018,0,Gempabumi,Jawa Timur,0,0,0
2018,0,Gempabumi,Jawa Timur,504,3,0
2018,1,Longsor,Sumatera Barat,1,3,0
2018,1,Gempabumi,Sulawesi Selatan,0,0,0
2018,1,Banjir,Aceh,0,0,60
2018,1,Banjir,Aceh,0,0,35
2018,1,Banjir,Aceh,0,0,4
2018,1,Cuaca ekstrem,Kepulauan Riau,5,0,124
2018,1,Kebakaran hutan dan lahan,Jawa Tengah,0,1,0
2018,1,Longsor,Sulawesi Selatan,0,2,0
2018,1,Cuaca ekstrem,Kalimantan Barat,4,0,0
2018,1,Kebakaran hutan dan lahan,Kalimantan Tengah,0,0,0
2018,1,Kebakaran hutan dan lahan,Sulawesi Selatan,0,0,0
2018,1,Erupsi gunung api,Maluku Utara,0,0,0
2018,0,Erupsi gunung api,Sulawesi Utara,0,0,0
2018,1,Gempabumi,Nusa Tenggara Timur,0,0,65
2018,1,Banjir,Aceh,0,0,170
2018,1,Banjir,Sumatera Barat,0,0,5
2018,1,Longsor,Jawa Tengah,1,0,8
2018,1,Cuaca ekstrem,Aceh,0,0,0
2018,1,Kebakaran hutan dan lahan,Sumatera Selatan,0,0,0
2018,1,Kebakaran hutan dan lahan,Jawa Barat,1,0,0
2018,0,Gempabumi,Sulawesi Tengah,7290,212,82891
2018,0,Gempabumi,Sulawesi Tengah,427,15,578
2018,0,Gempabumi,Sulawesi Tengah,8342,289,76835
2018,0,Gempabumi,Sulawesi Tengah,18107,3624,52415
2018,0,Gempabumi,Sulawesi Barat,0,1,8731
2018,1,Kebakaran hutan dan lahan,Bali,0,0,0
2018,1,Banjir,Sumatera Utara,4,0,0
2018,1,Cuaca ekstrem,Aceh,8,0,0
2018,1,Longsor,Sumatera Utara,0,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,1,1,0
2018,1,Cuaca ekstrem,Sumatera Utara,5,0,0
2018,1,Cuaca ekstrem,Riau,2,0,0
2018,1,Longsor,Kalimantan Selatan,0,0,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,10,0,0
2018,1,Cuaca ekstrem,Kalimantan Timur,2,0,0
2018,1,Cuaca ekstrem,Aceh,4,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,5,0,16
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,3,0,0
2018,1,Cuaca ekstrem,Riau,20,0,0
2018,1,Banjir,Sumatera Barat,1,1,9
2018,1,Kekeringan,Jawa Timur,0,0,0
2018,1,Kekeringan,Sulawesi Selatan,0,0,0
2018,1,Kekeringan,Sumatera Utara,0,0,0
2018,1,Longsor,Jawa Timur,0,1,0
2018,1,Cuaca ekstrem,Sumatera Utara,3,0,0
2018,1,Longsor,Jambi,0,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,4,0,0
2018,1,Kebakaran hutan dan lahan,Jawa Barat,0,1,0
2018,1,Cuaca ekstrem,Kepulauan Riau,8,0,0
2018,1,Cuaca ekstrem,Kalimantan Barat,1,0,6
2018,1,Cuaca ekstrem,Kalimantan Timur,30,0,0
2018,1,Longsor,Bengkulu,1,0,0
2018,1,Cuaca ekstrem,Kalimantan Barat,6,0,0
2018,1,Cuaca ekstrem,Kalimantan Barat,3,0,0
2018,1,Cuaca ekstrem,Sumatera Barat,4,0,35
2018,1,Cuaca ekstrem,Sumatera Utara,2,0,0
2018,0,Gempabumi,Nusa Tenggara Barat,2884,1,0
2018,0,Gempabumi,Nusa Tenggara Barat,7376,8,104060
2018,0,Gempabumi,Nusa Tenggara Barat,2169,5,41003
2018,0,Gempabumi,Nusa Tenggara Barat,1240,2,0
2018,1,Cuaca ekstrem,Aceh,1,0,0
2018,1,Kebakaran hutan dan lahan,Riau,0,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,2,0,0
2018,0,Gempabumi,Bali,1,0,0
2018,1,Longsor,Riau,2,0,9
2018,1,Cuaca ekstrem,Jawa Tengah,1,0,4
2018,1,Kebakaran hutan dan lahan,Kalimantan Barat,0,2,0
2018,1,Gelombang pasang / Abrasi,Kalimantan Timur,0,0,9
2018,1,Gelombang pasang / Abrasi,Riau,5,0,28
2018,1,Cuaca ekstrem,Aceh,51,0,0
2018,0,Kebakaran hutan dan lahan,Aceh,0,0,0
2018,1,Cuaca ekstrem,Aceh,21,0,0
2018,0,Cuaca ekstrem,Aceh,0,0,0
2018,1,Gempabumi,Bali,0,3,0
2018,1,Banjir,Sumatera Barat,2,0,0
2018,1,Cuaca ekstrem,Sumatera Utara,7,0,40
2018,0,Gempabumi,Bali,13,0,0
2018,0,Gempabumi,Bali,6,0,0
2018,0,Gempabumi,Bali,0,2,0
2018,0,Gempabumi,Nusa Tenggara Barat,13936,44,116453
2018,0,Gempabumi,Nusa Tenggara Barat,0,1,13887
2018,0,Gempabumi,Nusa Tenggara Barat,0,8,0
2018,0,Gempabumi,Nusa Tenggara Barat,40795,464,101735
2018,0,Gempabumi,Nusa Tenggara Barat,2396,9,18894
2018,1,Kebakaran hutan dan lahan,Jambi,0,0,0
2018,1,Kekeringan,Sumatera Selatan,0,0,0
2018,1,Kekeringan,Lampung,0,0,0
2018,1,Kekeringan,Daerah Istimewa Yogyakarta,0,0,0
2018,1,Kekeringan,Banten,0,0,0
2018,1,Kekeringan,Nusa Tenggara Barat,0,0,0
2018,1,Kekeringan,Nusa Tenggara Timur,0,0,0
2018,1,Gelombang pasang / Abrasi,Aceh,0,0,0
2018,1,Gelombang pasang / Abrasi,Sumatera Barat,0,0,0
2018,1,Gelombang pasang / Abrasi,Jawa Barat,1,0,0
2018,0,Gempabumi,Nusa Tenggara Barat,6,0,0
2018,0,Gempabumi,Nusa Tenggara Barat,1117,17,7695
2018,0,Gempabumi,Nusa Tenggara Barat,3219,5,2475
2018,1,Gelombang pasang / Abrasi,Jawa Tengah,0,0,0
2018,0,Kebakaran hutan dan lahan,Jawa Timur,0,0,0
2018,1,Gelombang pasang / Abrasi,Jawa Timur,0,0,0
2018,1,Banjir,Sulawesi Selatan,0,0,0
2018,1,Kebakaran hutan dan lahan,Sumatera Utara,0,0,0
2018,1,Cuaca ekstrem,Sumatera Utara,8,0,0
2018,1,Gelombang pasang / Abrasi,Lampung,11,0,0
2018,1,Gelombang pasang / Abrasi,Jawa Barat,0,0,136
2018,1,Gelombang pasang / Abrasi,Jawa Barat,0,0,0
2018,1,Gelombang pasang / Abrasi,Daerah Istimewa Yogyakarta,0,0,0
2018,1,Gelombang pasang / Abrasi,Daerah Istimewa Yogyakarta,1,0,0
2018,1,Gelombang pasang / Abrasi,Daerah Istimewa Yogyakarta,4,0,0
2018,1,Gelombang pasang / Abrasi,Jawa Timur,0,0,50
2018,1,Gelombang pasang / Abrasi,Bali,0,0,0
2018,1,Gelombang pasang / Abrasi,Nusa Tenggara Barat,0,0,114
2018,1,Gelombang pasang / Abrasi,Nusa Tenggara Timur,10,0,89
2018,0,Kebakaran hutan dan lahan,Kalimantan Selatan,0,0,0
2018,1,Banjir,Aceh,0,0,55
2018,1,Banjir,Sulawesi Selatan,1,0,4
2018,1,Gempabumi,Sumatera Barat,19,1,54
2018,1,Gempabumi,Sumatera Barat,6,0,0
2018,1,Banjir,Sulawesi Tenggara,2,0,0
2018,1,Banjir,Sulawesi Tenggara,0,0,1240
2018,1,Cuaca ekstrem,Aceh,0,0,5
2018,1,Cuaca ekstrem,Sumatera Utara,1,0,0
2018,1,Cuaca ekstrem,Aceh,0,1,84
2018,1,Cuaca ekstrem,Aceh,1,0,10
2018,1,Banjir,Papua Barat,0,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,1,0,5
2018,1,Cuaca ekstrem,Sumatera Selatan,1,0,0
2018,1,Erupsi gunung api,Lampung,0,0,0
2018,1,Banjir,Maluku Utara,0,0,0
2018,1,Banjir,Maluku Utara,8,0,80
2018,1,Cuaca ekstrem,Aceh,0,1,0
2018,1,Cuaca ekstrem,Sumatera Barat,1,0,0
2018,1,Erupsi gunung api,Bali,0,0,4415
2018,1,Banjir,Sulawesi Selatan,0,0,50
2018,1,Banjir,Sumatera Utara,0,0,86
2018,1,Gempabumi,Jawa Barat,2,0,10
2018,1,Banjir,Sumatera Barat,19,0,0
2018,1,Longsor,Sulawesi Selatan,2,0,0
2018,2,Erupsi gunung api,Bali,0,0,0
2018,3,Erupsi gunung api,Bali,0,0,0
2018,1,Banjir,Sulawesi Selatan,3,0,35
2018,1,Banjir,Sulawesi Tenggara,0,0,0
2018,1,Longsor,Sulawesi Tenggara,0,1,0
2018,1,Erupsi gunung api,Bali,0,0,2731
2018,1,Banjir,Sulawesi Selatan,0,0,91
2018,1,Banjir,Maluku,0,0,27
2018,1,Banjir,Maluku Utara,1,0,0
2018,1,Banjir,Kalimantan Selatan,1,0,150
2018,1,Banjir,Sulawesi Tenggara,4,0,0
2018,1,Longsor,Sulawesi Tenggara,0,0,0
2018,1,Cuaca ekstrem,Maluku Utara,0,0,0
2018,1,Longsor,Sumatera Selatan,5,0,0
2018,0,Banjir,DKI Jakarta,0,0,168
2018,0,Banjir,DKI Jakarta,0,0,0
2018,1,Banjir,Jawa Barat,1,0,1200
2018,1,Longsor,Bali,2,0,0
2018,1,Banjir,Nusa Tenggara Timur,2,0,0
2018,1,Banjir,Sulawesi Tenggara,0,0,250
2018,1,Banjir,Sulawesi Selatan,2,0,0
2018,1,Banjir,Sulawesi Tenggara,0,0,2424
2018,1,Erupsi gunung api,Sumatera Utara,0,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,0,0,5
2018,1,Banjir,Jawa Timur,23,0,150
2018,1,Banjir,Bali,0,1,0
2018,1,Banjir,Kalimantan Timur,0,1,0
2018,1,Cuaca ekstrem,Lampung,0,0,0
2018,1,Longsor,Nusa Tenggara Barat,0,7,0
2018,1,Cuaca ekstrem,Aceh,6,0,0
2018,1,Cuaca ekstrem,Aceh,3,0,0
2018,1,Kebakaran hutan dan lahan,Banten,0,0,0
2018,1,Longsor,Riau,6,0,0
2018,1,Gempabumi,Papua,0,0,0
2018,1,Gempabumi,Jawa Timur,48,0,0
2018,1,Longsor,Riau,4,0,0
2018,1,Longsor,Sulawesi Utara,0,5,0
2018,1,Banjir,Sulawesi Tengah,0,0,1500
2018,1,Banjir,Sulawesi Utara,0,0,0
2018,1,Banjir,Sulawesi Tengah,0,0,0
2018,1,Longsor,Maluku,3,0,0
2018,1,Longsor,Kalimantan Tengah,0,0,0
2018,1,Banjir,Gorontalo,0,0,658
2018,1,Banjir,Maluku Utara,0,0,123
2018,1,Cuaca ekstrem,Sulawesi Barat,0,0,0
2018,1,Cuaca ekstrem,Kalimantan Selatan,6,0,0
2018,1,Banjir,Papua Barat Daya,0,0,0
2018,1,Erupsi gunung api,Daerah Istimewa Yogyakarta,0,0,201
2018,2,Erupsi gunung api,Daerah Istimewa Yogyakarta,0,0,152
2018,1,Cuaca ekstrem,Jawa Barat,8,0,0
2018,0,Erupsi gunung api,Jawa Tengah,0,0,0
2018,0,Erupsi gunung api,Daerah Istimewa Yogyakarta,0,0,0
2018,0,Erupsi gunung api,Jawa Tengah,0,0,362
2018,0,Erupsi gunung api,Daerah Istimewa Yogyakarta,0,0,298
2018,1,Banjir,DKI Jakarta,0,0,636
2018,3,Erupsi gunung api,Jawa Tengah,0,0,362
2018,0,Cuaca ekstrem,Sulawesi Tenggara,1,0,0
2018,0,Cuaca ekstrem,Sulawesi Tenggara,3,0,0
2018,1,Banjir,Sulawesi Tenggara,10,0,0
2018,0,Longsor,Jawa Barat,0,0,0
2018,1,Banjir,Kalimantan Selatan,0,0,32
2018,1,Longsor,Riau,0,0,0
2018,1,Banjir,Sulawesi Selatan,0,6,645
2018,1,Longsor,Jawa Barat,0,0,5
2018,1,Longsor,Maluku,0,0,0
2018,1,Gelombang pasang / Abrasi,Aceh,11,0,0
2018,0,Longsor,Jawa Barat,1,1,22
2018,1,Cuaca ekstrem,Kalimantan Tengah,0,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,1,0,2
2018,1,Banjir,Jawa Timur,0,0,20
2018,1,Gelombang pasang / Abrasi,Kalimantan Tengah,0,0,0
2018,1,Banjir,Sulawesi Selatan,0,2,0
2018,1,Cuaca ekstrem,Kepulauan Riau,3,0,0
2018,1,Banjir,Sulawesi Selatan,0,0,200
2018,1,Gelombang pasang / Abrasi,Bali,3,0,0
2018,1,Gelombang pasang / Abrasi,Nusa Tenggara Timur,0,1,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,0,1,0
2018,1,Cuaca ekstrem,Aceh,2,0,0
2018,1,Cuaca ekstrem,Sumatera Utara,0,0,65
2018,1,Cuaca ekstrem,Jawa Barat,7,0,0
2018,1,Longsor,Sulawesi Barat,0,0,0
2018,1,Cuaca ekstrem,Jawa Barat,1,0,5
2018,1,Banjir,Sumatera Barat,0,0,270
2018,1,Banjir,Maluku,0,1,0
2018,1,Banjir,DKI Jakarta,0,0,69
2018,1,Cuaca ekstrem,Sulawesi Utara,1,0,10
2018,1,Erupsi gunung api,Sumatera Barat,0,0,0
2018,1,Cuaca ekstrem,Riau,0,0,0
2018,1,Longsor,Jawa Timur,1,0,5
2018,1,Longsor,Sulawesi Selatan,1,0,4
2018,1,Banjir,Gorontalo,0,0,486
2018,1,Banjir,Sumatera Utara,1,1,250
2018,1,Banjir,Maluku Utara,0,0,623
2018,1,Banjir,Jawa Tengah,0,0,804
2018,1,Cuaca ekstrem,Jawa Barat,1,0,8
2018,1,Banjir,Jawa Barat,3,0,15
2018,1,Banjir,Banten,0,0,105
2018,1,Banjir,Banten,6,1,0
2018,1,Longsor,Sumatera Utara,1,0,0
2018,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,2,0,0
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,1,0,9
2018,1,Banjir,Lampung,0,2,0
2018,1,Longsor,Sulawesi Tenggara,1,0,0
2018,1,Banjir,Jawa Barat,0,0,171
2018,1,Banjir,Nusa Tenggara Barat,0,1,0
2018,1,Banjir,Nusa Tenggara Timur,0,2,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,7,0,24
2018,1,Cuaca ekstrem,Sulawesi Selatan,3,0,10
2018,1,Longsor,Jambi,6,0,15
2018,1,Gempabumi,Jawa Tengah,231,2,3624
2018,1,Banjir,Jawa Barat,4,0,0
2018,0,Longsor,Sulawesi Utara,0,0,0
2018,0,Longsor,Sulawesi Utara,0,2,0
2018,1,Banjir,Gorontalo,3,0,0
2018,1,Gempabumi,Maluku Utara,0,0,0
2018,2,Erupsi gunung api,Sumatera Utara,0,0,0
2018,1,Banjir,Jawa Barat,5,0,25
2018,1,Banjir,Jawa Barat,0,0,8
2018,1,Cuaca ekstrem,Jawa Barat,0,0,80
2018,1,Cuaca ekstrem,Nusa Tenggara Timur,6,0,0
2018,1,Cuaca ekstrem,Kalimantan Tengah,1,0,0
2018,1,Longsor,Nusa Tenggara Timur,1,0,0
2018,1,Longsor,Jawa Barat,13,0,45
2018,1,Longsor,Jawa Timur,2,0,0
2018,1,Longsor,Jawa Barat,1,0,50
2018,1,Longsor,Kalimantan Timur,12,0,185
2018,0,Longsor,Jawa Barat,0,0,7
2018,0,Longsor,Jawa Barat,0,0,5
2018,0,Longsor,Jawa Timur,0,0,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,14,0,0
2018,0,Banjir,Jawa Barat,3,0,5
2018,0,Banjir,Jawa Barat,7,1,27
2018,1,Banjir,Jawa Barat,5,0,20
2018,1,Longsor,Jawa Barat,0,0,18
2018,0,Longsor,Jawa Barat,5,0,0
2018,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,1,0,1
2018,1,Banjir,Kalimantan Timur,3,0,0
2018,1,Longsor,Jawa Barat,1,0,5
2018,1,Cuaca ekstrem,Jawa Barat,3,1,0
2018,1,Longsor,Nusa Tenggara Timur,0,0,0
2018,1,Banjir,Lampung,0,1,8
2018,1,Longsor,Lampung,0,0,14
2018,1,Cuaca ekstrem,Banten,2,0,0
2018,1,Cuaca ekstrem,Jambi,0,1,0
2018,1,Cuaca ekstrem,Sumatera Selatan,3,0,0
2018,1,Cuaca ekstrem,Lampung,3,1,0
2018,1,Longsor,Jawa Barat,0,0,25
2018,1,Banjir,Jawa Tengah,0,0,75
2018,1,Longsor,Daerah Istimewa Yogyakarta,0,2,0
2018,1,Erupsi gunung api,Jawa Tengah,0,0,0
2018,1,Cuaca ekstrem,Sumatera Selatan,4,0,0
2018,1,Banjir,Jawa Timur,1,0,0
2018,1,Longsor,Sulawesi Tenggara,3,1,5
2018,1,Cuaca ekstrem,Kalimantan Barat,1,0,2
2018,1,Banjir,Sulawesi Tenggara,3,0,0
2018,1,Banjir,Nusa Tenggara Timur,0,1,0
2018,1,Longsor,Kalimantan Timur,0,0,0
2018,1,Banjir,Maluku Utara,0,0,55
2018,1,Banjir,Papua,0,0,30
2018,1,Longsor,Sumatera Utara,3,2,0
2018,1,Banjir,Sumatera Utara,0,1,0
2018,1,Cuaca ekstrem,Sumatera Selatan,2,0,0
2018,1,Cuaca ekstrem,Sumatera Utara,0,0,7
2018,1,Longsor,Jawa Barat,5,0,0
2018,1,Longsor,DKI Jakarta,0,0,3
2018,1,Cuaca ekstrem,Jawa Barat,3,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,0,1,0
2018,1,Longsor,Jawa Timur,1,0,2
2018,1,Cuaca ekstrem,Jawa Timur,3,0,0
2018,1,Banjir,Bali,4,0,0
2018,1,Cuaca ekstrem,Kalimantan Selatan,8,0,0
2018,1,Cuaca ekstrem,Sulawesi Selatan,6,0,0
2018,1,Banjir,Sulawesi Selatan,3,0,0
2018,1,Banjir,Sulawesi Barat,1,0,97
2018,1,Cuaca ekstrem,Jawa Barat,146,0,0
2018,0,Cuaca ekstrem,Jawa Barat,87,0,0
2018,0,Cuaca ekstrem,Jawa Barat,1,0,0
2018,0,Cuaca ekstrem,Jawa Tengah,0,0,0
2018,0,Cuaca ekstrem,Jawa Tengah,3,0,0
2018,1,Cuaca ekstrem,Jawa Tengah,0,0,6
2018,0,Cuaca ekstrem,Jawa Tengah,2,0,0
2018,0,Cuaca ekstrem,Jawa Tengah,1,0,0
2018,1,Cuaca ekstrem,Aceh,3,1,0
2018,1,Cuaca ekstrem,Sumatera Barat,0,1,0
